Serial,stream,day,inventory_gal_start,inventory_pct_start,pickup_flag,pickup_gal,inventory_gal_after_service,overflow_flag,threshold_violation_gal
1516553,Waste,2,43.27,28.84,0,0.0,43.27,0,0.0
1516553,Waste,3,51.92,34.61,0,0.0,51.92,0,0.0
1516553,Waste,4,60.57,40.38,1,60.57,0.0,0,0.0
1516553,Waste,5,8.65,5.77,0,0.0,8.65,0,0.0
1516553,Waste,6,17.31,11.54,0,0.0,17.31,0,0.0
1520916,Waste,0,30.22,20.15,0,0.0,30.22,0,0.0
1520916,Waste,1,40.29,26.86,0,0.0,40.29,0,0.0
1520916,Waste,2,50.37,33.58,0,0.0,50.37,0,0.0
1520916,Waste,3,60.44,40.29,0,0.0,60.44,0,0.0
1520916,Waste,4,70.51,47.01,1,70.51,0.0,0,0.0
1520916,Waste,5,10.07,6.72,0,0.0,10.07,0,0.0
1520916,Waste,6,20.15,13.43,0,0.0,20.15,0,0.0
1520923,Compostables,0,16.39,10.93,0,0.0,16.39,0,0.0
1520923,Compostables,1,21.86,14.57,0,0.0,21.86,0,0.0
1520923,Compostables,2,27.32,18.22,0,0.0,27.32,0,0.0
1520923,Compostables,3,32.79,21.86,0,0.0,32.79,0,0.0
1520923,Compostables,4,38.25,25.5,1,38.25,0.0,0,0.0
1520923,Compostables,5,5.46,3.64,0,0.0,5.46,0,0.0
1520923,Compostables,6,10.93,7.29,0,0.0,10.93,0,0.0
2503760,Compostables,0,13.32,8.88,0,0.0,13.32,0,0.0
2503760,Compostables,1,17.76,11.84,0,0.0,17.76,0,0.0
2503760,Compostables,2,22.2,14.8,0,0.0,22.2,0,0.0
2503760,Compostables,3,26.64,17.76,0,0.0,26.64,0,0.0
2503760,Compostables,4,31.08,20.72,1,31.08,0.0,0,0.0
2503760,Compostables,5,4.44,2.96,0,0.0,4.44,0,0.0
2503760,Compostables,6,8.88,5.92,0,0.0,8.88,0,0.0
1503628,Waste,0,33.24,22.16,0,0.0,33.24,0,0.0
1503628,Waste,1,49.86,33.24,0,0.0,49.86,0,0.0
1503628,Waste,2,66.48,44.32,0,0.0,66.48,0,0.0
1503628,Waste,3,83.1,55.4,1,83.1,0.0,0,0.0
1503628,Waste,4,16.62,11.08,0,0.0,16.62,0,0.0
1503628,Waste,5,33.24,22.16,0,0.0,33.24,0,0.0
1503628,Waste,6,49.86,33.24,0,0.0,49.86,0,0.0
1514006,Compostables,0,30.68,20.45,0,0.0,30.68,0,0.0
1514006,Compostables,1,46.02,30.68,0,0.0,46.02,0,0.0
1514006,Compostables,2,61.36,40.91,0,0.0,61.36,0,0.0
1514006,Compostables,3,76.7,51.14,1,76.7,0.0,0,0.0
1514006,Compostables,4,15.34,10.23,0,0.0,15.34,0,0.0
1514006,Compostables,5,30.68,20.45,0,0.0,30.68,0,0.0
1514006,Compostables,6,46.02,30.68,0,0.0,46.02,0,0.0
1515675,Waste,0,32.06,21.37,0,0.0,32.06,0,0.0
1515675,Waste,1,48.08,32.06,0,0.0,48.08,0,0.0
1515675,Waste,2,64.11,42.74,1,64.11,0.0,0,0.0
1515675,Waste,3,16.03,10.69,0,0.0,16.03,0,0.0
1515675,Waste,4,32.06,21.37,0,0.0,32.06,0,0.0
1515675,Waste,5,48.08,32.06,0,0.0,48.08,0,0.0
1515675,Waste,6,64.11,42.74,0,0.0,64.11,0,0.0
1520928,Compostables,0,34.65,23.1,0,0.0,34.65,0,0.0
1520928,Compostables,1,51.98,34.65,1,51.98,0.0,0,0.0
1520928,Compostables,2,17.33,11.55,0,0.0,17.33,0,0.0
1520928,Compostables,3,34.65,23.1,0,0.0,34.65,0,0.0
1520928,Compostables,4,51.98,34.65,0,0.0,51.98,0,0.0
1520928,Compostables,5,69.31,46.21,0,0.0,69.31,0,0.0
1520928,Compostables,6,86.64,57.76,0,0.0,86.64,0,0.0
1515677,Waste,0,22.08,14.72,0,0.0,22.08,0,0.0
1515677,Waste,1,44.16,29.44,0,0.0,44.16,0,0.0
1515677,Waste,2,66.25,44.16,1,66.25,0.0,0,0.0
1515677,Waste,3,22.08,14.72,0,0.0,22.08,0,0.0
1515677,Waste,4,44.16,29.44,0,0.0,44.16,0,0.0
1515677,Waste,5,66.25,44.16,0,0.0,66.25,0,0.0
1515677,Waste,6,88.33,58.89,1,88.33,0.0,0,0.0
1515681,Waste,0,21.06,14.04,0,0.0,21.06,0,0.0
1515681,Waste,1,42.12,28.08,0,0.0,42.12,0,0.0
1515681,Waste,2,63.17,42.12,0,0.0,63.17,0,0.0
1515681,Waste,3,84.23,56.15,1,84.23,0.0,0,0.0
1515681,Waste,4,21.06,14.04,0,0.0,21.06,0,0.0
1515681,Waste,5,42.12,28.08,0,0.0,42.12,0,0.0
1515681,Waste,6,63.17,42.12,0,0.0,63.17,0,0.0
1515699,Waste,0,21.41,14.27,0,0.0,21.41,0,0.0
1515699,Waste,1,42.82,28.55,0,0.0,42.82,0,0.0
1515699,Waste,2,64.23,42.82,0,0.0,64.23,0,0.0
1515699,Waste,3,85.64,57.1,1,85.64,0.0,0,0.0
1515699,Waste,4,21.41,14.27,0,0.0,21.41,0,0.0
1515699,Waste,5,42.82,28.55,0,0.0,42.82,0,0.0
1515699,Waste,6,64.23,42.82,0,0.0,64.23,0,0.0
1516539,Compostables,0,19.01,12.67,0,0.0,19.01,0,0.0
1516539,Compostables,1,38.02,25.35,0,0.0,38.02,0,0.0
1516539,Compostables,2,57.04,38.02,0,0.0,57.04,0,0.0
1516539,Compostables,3,76.05,50.7,1,76.05,0.0,0,0.0
1516539,Compostables,4,19.01,12.67,0,0.0,19.01,0,0.0
1516539,Compostables,5,38.02,25.35,0,0.0,38.02,0,0.0
1516539,Compostables,6,57.04,38.02,0,0.0,57.04,0,0.0
1514007,Compostables,0,0.0,0.0,0,0.0,0.0,0,0.0
1514007,Compostables,1,23.85,15.9,0,0.0,23.85,0,0.0
1514007,Compostables,2,47.7,31.8,0,0.0,47.7,0,0.0
1514007,Compostables,3,71.56,47.7,1,71.56,0.0,0,0.0
1514007,Compostables,4,23.85,15.9,0,0.0,23.85,0,0.0
1514007,Compostables,5,47.7,31.8,0,0.0,47.7,0,0.0
1514007,Compostables,6,71.56,47.7,0,0.0,71.56,0,0.0
1514028,Waste,0,0.0,0.0,0,0.0,0.0,0,0.0
1514028,Waste,1,23.58,15.72,0,0.0,23.58,0,0.0
1514028,Waste,2,47.15,31.44,0,0.0,47.15,0,0.0
1514028,Waste,3,70.73,47.15,1,70.73,0.0,0,0.0
1514028,Waste,4,23.58,15.72,0,0.0,23.58,0,0.0
1514028,Waste,5,47.15,31.44,0,0.0,47.15,0,0.0
1514028,Waste,6,70.73,47.15,0,0.0,70.73,0,0.0
1514029,Waste,0,0.0,0.0,0,0.0,0.0,0,0.0
1514029,Waste,1,24.83,16.55,0,0.0,24.83,0,0.0
1514029,Waste,2,49.65,33.1,0,0.0,49.65,0,0.0
1514029,Waste,3,74.48,49.65,1,74.48,0.0,0,0.0
1514029,Waste,4,24.83,16.55,0,0.0,24.83,0,0.0
1514029,Waste,5,49.65,33.1,0,0.0,49.65,0,0.0
1514029,Waste,6,74.48,49.65,0,0.0,74.48,0,0.0
1515746,Waste,0,0.0,0.0,0,0.0,0.0,0,0.0
1515746,Waste,1,25.92,17.28,0,0.0,25.92,0,0.0
1515746,Waste,2,51.85,34.56,1,51.85,0.0,0,0.0
1515746,Waste,3,25.92,17.28,0,0.0,25.92,0,0.0
1515746,Waste,4,51.85,34.56,0,0.0,51.85,0,0.0
1515746,Waste,5,77.77,51.85,1,77.77,0.0,0,0.0
1515746,Waste,6,25.92,17.28,0,0.0,25.92,0,0.0
1503616,Compostables,0,29.59,19.73,0,0.0,29.59,0,0.0
1503616,Compostables,1,44.39,29.59,0,0.0,44.39,0,0.0
1503616,Compostables,2,59.18,39.46,0,0.0,59.18,0,0.0
1503616,Compostables,3,73.98,49.32,0,0.0,73.98,0,0.0
1503616,Compostables,4,88.77,59.18,1,88.77,0.0,0,0.0
1503616,Compostables,5,14.8,9.86,0,0.0,14.8,0,0.0
1503616,Compostables,6,29.59,19.73,0,0.0,29.59,0,0.0
1503639,Bottles/Cans,0,26.23,17.48,0,0.0,26.23,0,0.0
1503639,Bottles/Cans,1,39.34,26.23,0,0.0,39.34,0,0.0
1503639,Bottles/Cans,2,52.45,34.97,0,0.0,52.45,0,0.0
1503639,Bottles/Cans,3,65.57,43.71,1,65.57,0.0,0,0.0
1503639,Bottles/Cans,4,13.11,8.74,0,0.0,13.11,0,0.0
1503639,Bottles/Cans,5,26.23,17.48,0,0.0,26.23,0,0.0
1503639,Bottles/Cans,6,39.34,26.23,0,0.0,39.34,0,0.0
1514008,Compostables,0,15.16,10.11,0,0.0,15.16,0,0.0
1514008,Compostables,1,22.75,15.16,0,0.0,22.75,0,0.0
1514008,Compostables,2,30.33,20.22,0,0.0,30.33,0,0.0
1514008,Compostables,3,37.91,25.27,0,0.0,37.91,0,0.0
1514008,Compostables,4,45.49,30.33,0,0.0,45.49,0,0.0
1514008,Compostables,5,53.08,35.38,1,53.08,0.0,0,0.0
1514008,Compostables,6,7.58,5.05,0,0.0,7.58,0,0.0
1514019,Bottles/Cans,0,29.81,19.87,0,0.0,29.81,0,0.0
1514019,Bottles/Cans,1,44.72,29.81,0,0.0,44.72,0,0.0
1514019,Bottles/Cans,2,59.62,39.75,0,0.0,59.62,0,0.0
1514019,Bottles/Cans,3,74.53,49.69,0,0.0,74.53,0,0.0
1514019,Bottles/Cans,4,89.43,59.62,0,0.0,89.43,0,0.0
1514019,Bottles/Cans,5,104.34,69.56,1,104.34,0.0,0,0.0
1514019,Bottles/Cans,6,14.91,9.94,0,0.0,14.91,0,0.0
1515701,Waste,0,26.27,17.52,0,0.0,26.27,0,0.0
1515701,Waste,1,39.41,26.27,0,0.0,39.41,0,0.0
1515701,Waste,2,52.55,35.03,0,0.0,52.55,0,0.0
1515701,Waste,3,65.69,43.79,0,0.0,65.69,0,0.0
1515701,Waste,4,78.82,52.55,1,78.82,0.0,0,0.0
1515701,Waste,5,13.14,8.76,0,0.0,13.14,0,0.0
1515701,Waste,6,26.27,17.52,0,0.0,26.27,0,0.0
1515717,Compostables,0,17.39,11.59,0,0.0,17.39,0,0.0
1515717,Compostables,1,26.08,17.39,0,0.0,26.08,0,0.0
1515717,Compostables,2,34.77,23.18,0,0.0,34.77,0,0.0
1515717,Compostables,3,43.47,28.98,0,0.0,43.47,0,0.0
1515717,Compostables,4,52.16,34.77,0,0.0,52.16,0,0.0
1515717,Compostables,5,60.85,40.57,1,60.85,0.0,0,0.0
1515717,Compostables,6,8.69,5.8,0,0.0,8.69,0,0.0
1515732,Bottles/Cans,0,29.63,19.76,0,0.0,29.63,0,0.0
1515732,Bottles/Cans,1,44.45,29.63,0,0.0,44.45,0,0.0
1515732,Bottles/Cans,2,59.27,39.51,0,0.0,59.27,0,0.0
1515732,Bottles/Cans,3,74.08,49.39,0,0.0,74.08,0,0.0
1515732,Bottles/Cans,4,88.9,59.27,0,0.0,88.9,0,0.0
1515732,Bottles/Cans,5,103.71,69.14,1,103.71,0.0,0,0.0
1515732,Bottles/Cans,6,14.82,9.88,0,0.0,14.82,0,0.0
1515752,Compostables,0,20.61,13.74,0,0.0,20.61,0,0.0
1515752,Compostables,1,30.92,20.61,0,0.0,30.92,0,0.0
1515752,Compostables,2,41.23,27.49,0,0.0,41.23,0,0.0
1515752,Compostables,3,51.54,34.36,0,0.0,51.54,0,0.0
1515752,Compostables,4,61.84,41.23,0,0.0,61.84,0,0.0
1515752,Compostables,5,72.15,48.1,1,72.15,0.0,0,0.0
1515752,Compostables,6,10.31,6.87,0,0.0,10.31,0,0.0
1515754,Compostables,0,15.03,10.02,0,0.0,15.03,0,0.0
1515754,Compostables,1,22.54,15.03,0,0.0,22.54,0,0.0
1515754,Compostables,2,30.05,20.04,0,0.0,30.05,0,0.0
1515754,Compostables,3,37.57,25.05,0,0.0,37.57,0,0.0
1515754,Compostables,4,45.08,30.05,0,0.0,45.08,0,0.0
1515754,Compostables,5,52.6,35.06,1,52.6,0.0,0,0.0
1515754,Compostables,6,7.51,5.01,0,0.0,7.51,0,0.0
1515756,Compostables,0,29.98,19.98,0,0.0,29.98,0,0.0
1515756,Compostables,1,44.96,29.98,0,0.0,44.96,0,0.0
1515756,Compostables,2,59.95,39.97,1,59.95,0.0,0,0.0
1515756,Compostables,3,14.99,9.99,0,0.0,14.99,0,0.0
1515756,Compostables,4,29.98,19.98,0,0.0,29.98,0,0.0
1515756,Compostables,5,44.96,29.98,0,0.0,44.96,0,0.0
1515756,Compostables,6,59.95,39.97,0,0.0,59.95,0,0.0
1515789,Compostables,0,19.97,13.31,0,0.0,19.97,0,0.0
1515789,Compostables,1,29.95,19.97,0,0.0,29.95,0,0.0
1515789,Compostables,2,39.94,26.63,0,0.0,39.94,0,0.0
1515789,Compostables,3,49.92,33.28,0,0.0,49.92,0,0.0
1515789,Compostables,4,59.91,39.94,0,0.0,59.91,0,0.0
1515789,Compostables,5,69.89,46.59,1,69.89,0.0,0,0.0
1515789,Compostables,6,9.98,6.66,0,0.0,9.98,0,0.0
1516528,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
1516528,Bottles/Cans,1,0.0,0.0,0,0.0,0.0,0,0.0
1516528,Bottles/Cans,2,0.0,0.0,0,0.0,0.0,0,0.0
1516528,Bottles/Cans,3,0.0,0.0,0,0.0,0.0,0,0.0
1516528,Bottles/Cans,4,0.0,0.0,0,0.0,0.0,0,0.0
1516528,Bottles/Cans,5,0.0,0.0,1,0.0,0.0,0,0.0
1516528,Bottles/Cans,6,0.0,0.0,0,0.0,0.0,0,0.0
1516541,Compostables,0,13.64,9.09,0,0.0,13.64,0,0.0
1516541,Compostables,1,20.46,13.64,0,0.0,20.46,0,0.0
1516541,Compostables,2,27.28,18.19,0,0.0,27.28,0,0.0
1516541,Compostables,3,34.11,22.74,0,0.0,34.11,0,0.0
1516541,Compostables,4,40.93,27.28,0,0.0,40.93,0,0.0
1516541,Compostables,5,47.75,31.83,1,47.75,0.0,0,0.0
1516541,Compostables,6,6.82,4.55,0,0.0,6.82,0,0.0
1516544,Compostables,0,19.8,13.2,0,0.0,19.8,0,0.0
1516544,Compostables,1,29.71,19.8,0,0.0,29.71,0,0.0
1516544,Compostables,2,39.61,26.41,0,0.0,39.61,0,0.0
1516544,Compostables,3,49.51,33.01,0,0.0,49.51,0,0.0
1516544,Compostables,4,59.41,39.61,0,0.0,59.41,0,0.0
1516544,Compostables,5,69.32,46.21,1,69.32,0.0,0,0.0
1516544,Compostables,6,9.9,6.6,0,0.0,9.9,0,0.0
1516545,Compostables,0,17.17,11.45,0,0.0,17.17,0,0.0
1516545,Compostables,1,25.75,17.17,0,0.0,25.75,0,0.0
1516545,Compostables,2,34.34,22.89,0,0.0,34.34,0,0.0
1516545,Compostables,3,42.92,28.61,0,0.0,42.92,0,0.0
1516545,Compostables,4,51.51,34.34,0,0.0,51.51,0,0.0
1516545,Compostables,5,60.09,40.06,1,60.09,0.0,0,0.0
1516545,Compostables,6,8.58,5.72,0,0.0,8.58,0,0.0
1516547,Waste,0,20.19,13.46,0,0.0,20.19,0,0.0
1516547,Waste,1,30.29,20.19,0,0.0,30.29,0,0.0
1516547,Waste,2,40.38,26.92,0,0.0,40.38,0,0.0
1516547,Waste,3,50.48,33.65,0,0.0,50.48,0,0.0
1516547,Waste,4,60.57,40.38,0,0.0,60.57,0,0.0
1516547,Waste,5,70.67,47.11,1,70.67,0.0,0,0.0
1516547,Waste,6,10.1,6.73,0,0.0,10.1,0,0.0
1520918,Waste,0,0.0,0.0,0,0.0,0.0,0,0.0
1520918,Waste,1,0.0,0.0,0,0.0,0.0,0,0.0
1520918,Waste,2,0.0,0.0,0,0.0,0.0,0,0.0
1520918,Waste,3,0.0,0.0,0,0.0,0.0,0,0.0
1520918,Waste,4,0.0,0.0,0,0.0,0.0,0,0.0
1520918,Waste,5,0.0,0.0,1,0.0,0.0,0,0.0
1520918,Waste,6,0.0,0.0,0,0.0,0.0,0,0.0
2503764,Compostables,0,22.28,14.86,0,0.0,22.28,0,0.0
2503764,Compostables,1,33.43,22.28,0,0.0,33.43,0,0.0
2503764,Compostables,2,44.57,29.71,0,0.0,44.57,0,0.0
2503764,Compostables,3,55.71,37.14,0,0.0,55.71,0,0.0
2503764,Compostables,4,66.85,44.57,0,0.0,66.85,0,0.0
2503764,Compostables,5,77.99,51.99,1,77.99,0.0,0,0.0
2503764,Compostables,6,11.14,7.43,0,0.0,11.14,0,0.0
1503625,Waste,0,17.77,11.85,0,0.0,17.77,0,0.0
1503625,Waste,1,35.54,23.69,0,0.0,35.54,0,0.0
1503625,Waste,2,53.3,35.54,0,0.0,53.3,0,0.0
1503625,Waste,3,71.07,47.38,0,0.0,71.07,0,0.0
1503625,Waste,4,88.84,59.23,1,88.84,0.0,0,0.0
1503625,Waste,5,17.77,11.85,0,0.0,17.77,0,0.0
1503625,Waste,6,35.54,23.69,0,0.0,35.54,0,0.0
1515689,Compostables,0,15.21,10.14,0,0.0,15.21,0,0.0
1515689,Compostables,1,30.42,20.28,0,0.0,30.42,0,0.0
1515689,Compostables,2,45.63,30.42,1,45.63,0.0,0,0.0
1515689,Compostables,3,15.21,10.14,0,0.0,15.21,0,0.0
1515689,Compostables,4,30.42,20.28,0,0.0,30.42,0,0.0
1515689,Compostables,5,45.63,30.42,0,0.0,45.63,0,0.0
1515689,Compostables,6,60.85,40.56,0,0.0,60.85,0,0.0
1515719,Compostables,0,15.05,10.03,0,0.0,15.05,0,0.0
1515719,Compostables,1,30.09,20.06,0,0.0,30.09,0,0.0
1515719,Compostables,2,45.14,30.09,0,0.0,45.14,0,0.0
1515719,Compostables,3,60.19,40.13,1,60.19,0.0,0,0.0
1515719,Compostables,4,15.05,10.03,0,0.0,15.05,0,0.0
1515719,Compostables,5,30.09,20.06,0,0.0,30.09,0,0.0
1515719,Compostables,6,45.14,30.09,0,0.0,45.14,0,0.0
2503762,Compostables,0,17.11,11.41,0,0.0,17.11,0,0.0
2503762,Compostables,1,34.22,22.81,0,0.0,34.22,0,0.0
2503762,Compostables,2,51.33,34.22,1,51.33,0.0,0,0.0
2503762,Compostables,3,17.11,11.41,0,0.0,17.11,0,0.0
2503762,Compostables,4,34.22,22.81,0,0.0,34.22,0,0.0
2503762,Compostables,5,51.33,34.22,0,0.0,51.33,0,0.0
2503762,Compostables,6,68.44,45.63,0,0.0,68.44,0,0.0
1514030,Waste,0,0.0,0.0,0,0.0,0.0,0,0.0
1514030,Waste,1,20.06,13.37,0,0.0,20.06,0,0.0
1514030,Waste,2,40.11,26.74,0,0.0,40.11,0,0.0
1514030,Waste,3,60.17,40.11,0,0.0,60.17,0,0.0
1514030,Waste,4,80.22,53.48,1,80.22,0.0,0,0.0
1514030,Waste,5,20.06,13.37,0,0.0,20.06,0,0.0
1514030,Waste,6,40.11,26.74,0,0.0,40.11,0,0.0
1516557,Waste,0,0.0,0.0,0,0.0,0.0,0,0.0
1516557,Waste,1,18.05,12.03,0,0.0,18.05,0,0.0
1516557,Waste,2,36.1,24.06,0,0.0,36.1,0,0.0
1516557,Waste,3,54.14,36.1,0,0.0,54.14,0,0.0
1516557,Waste,4,72.19,48.13,1,72.19,0.0,0,0.0
1516557,Waste,5,18.05,12.03,0,0.0,18.05,0,0.0
1516557,Waste,6,36.1,24.06,0,0.0,36.1,0,0.0
1514017,Bottles/Cans,0,22.85,15.23,0,0.0,22.85,0,0.0
1514017,Bottles/Cans,1,45.69,30.46,0,0.0,45.69,0,0.0
1514017,Bottles/Cans,2,68.54,45.69,0,0.0,68.54,0,0.0
1514017,Bottles/Cans,3,91.38,60.92,1,91.38,0.0,0,0.0
1514017,Bottles/Cans,4,22.85,15.23,0,0.0,22.85,0,0.0
1514017,Bottles/Cans,5,45.69,30.46,0,0.0,45.69,0,0.0
1514017,Bottles/Cans,6,68.54,45.69,0,0.0,68.54,0,0.0
1515686,Compostables,0,14.98,9.99,0,0.0,14.98,0,0.0
1515686,Compostables,1,29.97,19.98,0,0.0,29.97,0,0.0
1515686,Compostables,2,44.95,29.97,0,0.0,44.95,0,0.0
1515686,Compostables,3,59.94,39.96,0,0.0,59.94,0,0.0
1515686,Compostables,4,74.92,49.95,0,0.0,74.92,0,0.0
1515686,Compostables,5,89.91,59.94,1,89.91,0.0,0,0.0
1515686,Compostables,6,14.98,9.99,0,0.0,14.98,0,0.0
1515741,Waste,0,8.26,5.5,0,0.0,8.26,0,0.0
1515741,Waste,1,16.51,11.01,0,0.0,16.51,0,0.0
1515741,Waste,2,24.77,16.51,0,0.0,24.77,0,0.0
1515741,Waste,3,33.03,22.02,0,0.0,33.03,0,0.0
1515741,Waste,4,41.29,27.52,0,0.0,41.29,0,0.0
1515741,Waste,5,49.54,33.03,0,0.0,49.54,0,0.0
1515741,Waste,6,57.8,38.53,1,57.8,0.0,0,0.0
1515769,Bottles/Cans,0,20.27,13.51,0,0.0,20.27,0,0.0
1515769,Bottles/Cans,1,40.53,27.02,0,0.0,40.53,0,0.0
1515769,Bottles/Cans,2,60.8,40.53,0,0.0,60.8,0,0.0
1515769,Bottles/Cans,3,81.07,54.05,0,0.0,81.07,0,0.0
1515769,Bottles/Cans,4,101.34,67.56,0,0.0,101.34,0,0.0
1515769,Bottles/Cans,5,121.6,81.07,0,0.0,121.6,0,0.0
1515769,Bottles/Cans,6,141.87,94.58,1,141.87,0.0,0,0.0
1516542,Compostables,0,7.42,4.95,0,0.0,7.42,0,0.0
1516542,Compostables,1,14.84,9.89,0,0.0,14.84,0,0.0
1516542,Compostables,2,22.26,14.84,0,0.0,22.26,0,0.0
1516542,Compostables,3,29.68,19.78,0,0.0,29.68,0,0.0
1516542,Compostables,4,37.09,24.73,0,0.0,37.09,0,0.0
1516542,Compostables,5,44.51,29.68,0,0.0,44.51,0,0.0
1516542,Compostables,6,51.93,34.62,1,51.93,0.0,0,0.0
1520906,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
1520906,Bottles/Cans,1,0.0,0.0,0,0.0,0.0,0,0.0
1520906,Bottles/Cans,2,0.0,0.0,0,0.0,0.0,0,0.0
1520906,Bottles/Cans,3,0.0,0.0,0,0.0,0.0,0,0.0
1520906,Bottles/Cans,4,0.0,0.0,0,0.0,0.0,0,0.0
1520906,Bottles/Cans,5,0.0,0.0,0,0.0,0.0,0,0.0
1520906,Bottles/Cans,6,0.0,0.0,1,0.0,0.0,0,0.0
1520907,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
1520907,Bottles/Cans,1,0.0,0.0,0,0.0,0.0,0,0.0
1520907,Bottles/Cans,2,0.0,0.0,0,0.0,0.0,0,0.0
1520907,Bottles/Cans,3,0.0,0.0,0,0.0,0.0,0,0.0
1520907,Bottles/Cans,4,0.0,0.0,0,0.0,0.0,0,0.0
1520907,Bottles/Cans,5,0.0,0.0,0,0.0,0.0,0,0.0
1520907,Bottles/Cans,6,0.0,0.0,1,0.0,0.0,0,0.0
1520911,Waste,0,3.95,2.63,0,0.0,3.95,0,0.0
1520911,Waste,1,7.9,5.26,0,0.0,7.9,0,0.0
1520911,Waste,2,11.84,7.9,0,0.0,11.84,0,0.0
1520911,Waste,3,15.79,10.53,0,0.0,15.79,0,0.0
1520911,Waste,4,19.74,13.16,0,0.0,19.74,0,0.0
1520911,Waste,5,23.69,15.79,0,0.0,23.69,0,0.0
1520911,Waste,6,27.63,18.42,1,27.63,0.0,0,0.0
1520914,Waste,0,5.42,3.62,0,0.0,5.42,0,0.0
1520914,Waste,1,10.85,7.23,0,0.0,10.85,0,0.0
1520914,Waste,2,16.27,10.85,0,0.0,16.27,0,0.0
1520914,Waste,3,21.69,14.46,0,0.0,21.69,0,0.0
1520914,Waste,4,27.11,18.08,0,0.0,27.11,0,0.0
1520914,Waste,5,32.54,21.69,0,0.0,32.54,0,0.0
1520914,Waste,6,37.96,25.31,1,37.96,0.0,0,0.0
1520917,Waste,0,12.19,8.13,0,0.0,12.19,0,0.0
1520917,Waste,1,24.38,16.26,0,0.0,24.38,0,0.0
1520917,Waste,2,36.58,24.38,0,0.0,36.58,0,0.0
1520917,Waste,3,48.77,32.51,0,0.0,48.77,0,0.0
1520917,Waste,4,60.96,40.64,0,0.0,60.96,0,0.0
1520917,Waste,5,73.15,48.77,0,0.0,73.15,0,0.0
1520917,Waste,6,85.35,56.9,1,85.35,0.0,0,0.0
1520920,Compostables,0,0.0,0.0,0,0.0,0.0,0,0.0
1520920,Compostables,1,0.0,0.0,0,0.0,0.0,0,0.0
1520920,Compostables,2,0.0,0.0,0,0.0,0.0,0,0.0
1520920,Compostables,3,0.0,0.0,0,0.0,0.0,0,0.0
1520920,Compostables,4,0.0,0.0,0,0.0,0.0,0,0.0
1520920,Compostables,5,0.0,0.0,0,0.0,0.0,0,0.0
1520920,Compostables,6,0.0,0.0,1,0.0,0.0,0,0.0
1514009,Compostables,0,0.0,0.0,0,0.0,0.0,0,0.0
1514009,Compostables,1,17.13,11.42,0,0.0,17.13,0,0.0
1514009,Compostables,2,34.26,22.84,0,0.0,34.26,0,0.0
1514009,Compostables,3,51.39,34.26,0,0.0,51.39,0,0.0
1514009,Compostables,4,68.52,45.68,0,0.0,68.52,0,0.0
1514009,Compostables,5,85.65,57.1,0,0.0,85.65,0,0.0
1514009,Compostables,6,102.78,68.52,0,0.0,102.78,0,12.78
1514011,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
1514011,Bottles/Cans,1,4.28,2.85,0,0.0,4.28,0,0.0
1514011,Bottles/Cans,2,8.55,5.7,0,0.0,8.55,0,0.0
1514011,Bottles/Cans,3,12.83,8.55,0,0.0,12.83,0,0.0
1514011,Bottles/Cans,4,17.11,11.4,0,0.0,17.11,0,0.0
1514011,Bottles/Cans,5,21.38,14.26,0,0.0,21.38,0,0.0
1514011,Bottles/Cans,6,25.66,17.11,0,0.0,25.66,0,0.0
1514016,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
1514016,Bottles/Cans,1,15.05,10.03,0,0.0,15.05,0,0.0
1514016,Bottles/Cans,2,30.09,20.06,0,0.0,30.09,0,0.0
1514016,Bottles/Cans,3,45.14,30.09,0,0.0,45.14,0,0.0
1514016,Bottles/Cans,4,60.18,40.12,0,0.0,60.18,0,0.0
1514016,Bottles/Cans,5,75.23,50.15,0,0.0,75.23,0,0.0
1514016,Bottles/Cans,6,90.27,60.18,0,0.0,90.27,0,0.0
1515691,Compostables,0,0.0,0.0,0,0.0,0.0,0,0.0
1515691,Compostables,1,7.63,5.09,0,0.0,7.63,0,0.0
1515691,Compostables,2,15.27,10.18,0,0.0,15.27,0,0.0
1515691,Compostables,3,22.9,15.27,0,0.0,22.9,0,0.0
1515691,Compostables,4,30.54,20.36,0,0.0,30.54,0,0.0
1515691,Compostables,5,38.17,25.45,0,0.0,38.17,0,0.0
1515691,Compostables,6,45.8,30.54,0,0.0,45.8,0,0.0
1515720,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
1515720,Bottles/Cans,1,7.49,4.99,0,0.0,7.49,0,0.0
1515720,Bottles/Cans,2,14.97,9.98,0,0.0,14.97,0,0.0
1515720,Bottles/Cans,3,22.46,14.97,0,0.0,22.46,0,0.0
1515720,Bottles/Cans,4,29.95,19.97,0,0.0,29.95,0,0.0
1515720,Bottles/Cans,5,37.44,24.96,0,0.0,37.44,0,0.0
1515720,Bottles/Cans,6,44.92,29.95,0,0.0,44.92,0,0.0
1515724,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
1515724,Bottles/Cans,1,26.11,17.41,0,0.0,26.11,0,0.0
