Serial,stream,day,inventory_gal_start,inventory_pct_start,pickup_flag,pickup_gal,inventory_gal_after_service,overflow_flag,overflow_slack_gal,threshold_violation_gal
1515729,Bottles/Cans,1,58.75,39.17,1,0.0,58.75,0,0.0,0.0
1515729,Bottles/Cans,2,67.14,44.76,0,0.0,67.14,0,0.0,0.0
1515729,Bottles/Cans,3,75.54,50.36,0,0.0,75.54,0,0.0,0.0
1515729,Bottles/Cans,4,83.93,55.95,0,0.0,83.93,0,0.0,0.0
1515729,Bottles/Cans,5,92.32,61.55,0,0.0,92.32,0,0.0,0.0
1515729,Bottles/Cans,6,100.71,67.14,0,0.0,100.71,0,0.0,0.0
1515731,Bottles/Cans,0,66.12,44.08,0,0.0,66.12,0,0.0,0.0
1515731,Bottles/Cans,1,77.14,51.42,1,2.14,75.0,0,0.0,0.0
1515731,Bottles/Cans,2,86.02,57.35,0,0.0,86.02,0,0.0,0.0
1515731,Bottles/Cans,3,97.04,64.69,0,0.0,97.04,0,0.0,0.0
1515731,Bottles/Cans,4,108.06,72.04,0,0.0,108.06,0,0.0,0.0
1515731,Bottles/Cans,5,119.08,79.39,0,0.0,119.08,0,0.0,0.0
1515731,Bottles/Cans,6,130.1,86.73,0,0.0,130.1,0,0.0,0.0
1515734,Bottles/Cans,0,76.36,50.91,0,0.0,76.36,0,0.0,0.0
1515734,Bottles/Cans,1,89.08,59.39,1,14.08,75.0,0,0.0,0.0
1515734,Bottles/Cans,2,87.73,58.48,0,0.0,87.73,0,0.0,0.0
1515734,Bottles/Cans,3,100.45,66.97,0,0.0,100.45,0,0.0,0.0
1515734,Bottles/Cans,4,113.18,75.45,0,0.0,113.18,0,0.0,0.0
1515734,Bottles/Cans,5,125.91,83.94,0,0.0,125.91,0,0.0,0.0
1515734,Bottles/Cans,6,138.63,92.42,0,0.0,138.63,0,0.0,0.0
1515735,Bottles/Cans,0,47.2,31.47,0,0.0,47.2,0,0.0,0.0
1515735,Bottles/Cans,1,55.07,36.71,1,0.0,55.07,0,0.0,0.0
1515735,Bottles/Cans,2,62.94,41.96,0,0.0,62.94,0,0.0,0.0
1515735,Bottles/Cans,3,70.81,47.2,0,0.0,70.81,0,0.0,0.0
1515735,Bottles/Cans,4,78.67,52.45,0,0.0,78.67,0,0.0,0.0
1515735,Bottles/Cans,5,86.54,57.69,0,0.0,86.54,0,0.0,0.0
1515735,Bottles/Cans,6,94.41,62.94,0,0.0,94.41,0,0.0,0.0
1515739,Bottles/Cans,0,139.93,93.29,1,129.87,10.07,0,0.0,0.0
1515739,Bottles/Cans,1,33.39,22.26,0,0.0,33.39,0,0.0,0.0
1515739,Bottles/Cans,2,56.71,37.81,0,0.0,56.71,0,0.0,0.0
1515739,Bottles/Cans,3,80.03,53.36,0,0.0,80.03,0,0.0,0.0
1515739,Bottles/Cans,4,103.36,68.9,0,0.0,103.36,0,0.0,0.0
1515739,Bottles/Cans,5,126.68,84.45,0,0.0,126.68,0,0.0,0.0
1515739,Bottles/Cans,6,150.0,100.0,0,0.0,150.0,0,0.0,0.0
1515740,Bottles/Cans,0,46.83,31.22,0,0.0,46.83,0,0.0,0.0
1515740,Bottles/Cans,1,54.64,36.43,1,0.0,54.64,0,0.0,0.0
1515740,Bottles/Cans,2,62.44,41.63,0,0.0,62.44,0,0.0,0.0
1515740,Bottles/Cans,3,70.25,46.83,0,0.0,70.25,0,0.0,0.0
1515740,Bottles/Cans,4,78.06,52.04,0,0.0,78.06,0,0.0,0.0
1515740,Bottles/Cans,5,85.86,57.24,0,0.0,85.86,0,0.0,0.0
1515740,Bottles/Cans,6,93.67,62.44,0,0.0,93.67,0,0.0,0.0
1515745,Waste,0,77.1,51.4,1,4.21,72.9,0,0.0,0.0
1515745,Waste,1,85.75,57.16,0,0.0,85.75,0,0.0,0.0
1515745,Waste,2,98.6,65.73,0,0.0,98.6,0,0.0,8.6
1515745,Waste,3,111.45,74.3,0,0.0,111.45,0,0.0,21.45
1515745,Waste,4,124.3,82.87,0,0.0,124.3,0,0.0,34.3
1515745,Waste,5,137.15,91.43,0,0.0,137.15,0,0.0,47.15
1515745,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515748,Compostables,0,33.51,22.34,0,0.0,33.51,0,0.0,0.0
1515748,Compostables,1,39.1,26.07,1,0.0,39.1,0,0.0,0.0
1515748,Compostables,2,44.68,29.79,0,0.0,44.68,0,0.0,0.0
1515748,Compostables,3,50.27,33.51,0,0.0,50.27,0,0.0,0.0
1515748,Compostables,4,55.85,37.24,0,0.0,55.85,0,0.0,0.0
1515748,Compostables,5,61.44,40.96,0,0.0,61.44,0,0.0,0.0
1515748,Compostables,6,67.02,44.68,0,0.0,67.02,0,0.0,0.0
1515757,Compostables,0,44.82,29.88,0,0.0,44.82,0,0.0,0.0
1515757,Compostables,1,52.28,34.86,1,0.0,52.28,0,0.0,0.0
1515757,Compostables,2,59.75,39.84,0,0.0,59.75,0,0.0,0.0
1515757,Compostables,3,67.22,44.82,0,0.0,67.22,0,0.0,0.0
1515757,Compostables,4,74.69,49.79,0,0.0,74.69,0,0.0,0.0
1515757,Compostables,5,82.16,54.77,0,0.0,82.16,0,0.0,0.0
1515757,Compostables,6,89.63,59.75,0,0.0,89.63,0,0.0,0.0
1515760,Bottles/Cans,0,87.53,58.35,0,0.0,87.53,0,0.0,0.0
1515760,Bottles/Cans,1,102.12,68.08,1,27.12,75.0,0,0.0,0.0
1515760,Bottles/Cans,2,89.59,59.73,0,0.0,89.59,0,0.0,0.0
1515760,Bottles/Cans,3,104.18,69.45,0,0.0,104.18,0,0.0,0.0
1515760,Bottles/Cans,4,118.76,79.18,0,0.0,118.76,0,0.0,0.0
1515760,Bottles/Cans,5,133.35,88.9,0,0.0,133.35,0,0.0,0.0
1515760,Bottles/Cans,6,147.94,98.63,0,0.0,147.94,0,0.0,0.0
1515764,Bottles/Cans,0,11.95,7.97,0,0.0,11.95,0,0.0,0.0
1515764,Bottles/Cans,1,13.94,9.3,1,0.0,13.94,0,0.0,0.0
1515764,Bottles/Cans,2,15.93,10.62,0,0.0,15.93,0,0.0,0.0
1515764,Bottles/Cans,3,17.93,11.95,0,0.0,17.93,0,0.0,0.0
1515764,Bottles/Cans,4,19.92,13.28,0,0.0,19.92,0,0.0,0.0
1515764,Bottles/Cans,5,21.91,14.61,0,0.0,21.91,0,0.0,0.0
1515764,Bottles/Cans,6,23.9,15.93,0,0.0,23.9,0,0.0,0.0
1515771,Bottles/Cans,0,18.12,12.08,0,0.0,18.12,0,0.0,0.0
1515771,Bottles/Cans,1,21.14,14.09,1,0.0,21.14,0,0.0,0.0
1515771,Bottles/Cans,2,24.16,16.11,0,0.0,24.16,0,0.0,0.0
1515771,Bottles/Cans,3,27.18,18.12,0,0.0,27.18,0,0.0,0.0
1515771,Bottles/Cans,4,30.2,20.13,0,0.0,30.2,0,0.0,0.0
1515771,Bottles/Cans,5,33.22,22.15,0,0.0,33.22,0,0.0,0.0
1515771,Bottles/Cans,6,36.24,24.16,0,0.0,36.24,0,0.0,0.0
1515773,Bottles/Cans,0,138.33,92.22,1,126.66,11.67,0,0.0,0.0
1515773,Bottles/Cans,1,34.72,23.15,0,0.0,34.72,0,0.0,0.0
1515773,Bottles/Cans,2,57.78,38.52,0,0.0,57.78,0,0.0,0.0
1515773,Bottles/Cans,3,80.83,53.89,0,0.0,80.83,0,0.0,0.0
1515773,Bottles/Cans,4,103.89,69.26,0,0.0,103.89,0,0.0,0.0
1515773,Bottles/Cans,5,126.94,84.63,0,0.0,126.94,0,0.0,0.0
1515773,Bottles/Cans,6,150.0,100.0,0,0.0,150.0,0,0.0,0.0
1515775,Bottles/Cans,0,116.04,77.36,0,0.0,116.04,0,0.0,0.0
1515775,Bottles/Cans,1,135.38,90.26,1,82.08,53.3,0,0.0,0.0
1515775,Bottles/Cans,2,72.64,48.43,0,0.0,72.64,0,0.0,0.0
1515775,Bottles/Cans,3,91.98,61.32,0,0.0,91.98,0,0.0,0.0
1515775,Bottles/Cans,4,111.32,74.21,0,0.0,111.32,0,0.0,0.0
1515775,Bottles/Cans,5,130.66,87.11,0,0.0,130.66,0,0.0,0.0
1515775,Bottles/Cans,6,150.0,100.0,0,0.0,150.0,0,0.0,0.0
1515787,Compostables,0,59.77,39.85,0,0.0,59.77,0,0.0,0.0
1515787,Compostables,1,69.73,46.49,1,0.0,69.73,0,0.0,0.0
1515787,Compostables,2,79.7,53.13,0,0.0,79.7,0,0.0,0.0
1515787,Compostables,3,89.66,59.77,0,0.0,89.66,0,0.0,0.0
1515787,Compostables,4,99.62,66.41,0,0.0,99.62,0,0.0,9.62
1515787,Compostables,5,109.58,73.05,0,0.0,109.58,0,0.0,19.58
1515787,Compostables,6,119.54,79.7,0,0.0,119.54,0,0.0,29.54
1516524,Bottles/Cans,0,44.77,29.85,0,0.0,44.77,0,0.0,0.0
1516524,Bottles/Cans,1,52.24,34.82,1,0.0,52.24,0,0.0,0.0
1516524,Bottles/Cans,2,59.7,39.8,0,0.0,59.7,0,0.0,0.0
1516524,Bottles/Cans,3,67.16,44.77,0,0.0,67.16,0,0.0,0.0
1516524,Bottles/Cans,4,74.62,49.75,0,0.0,74.62,0,0.0,0.0
1516524,Bottles/Cans,5,82.09,54.72,0,0.0,82.09,0,0.0,0.0
1516524,Bottles/Cans,6,89.55,59.7,0,0.0,89.55,0,0.0,0.0
1516532,Bottles/Cans,0,80.23,53.48,0,0.0,80.23,0,0.0,0.0
1516532,Bottles/Cans,1,93.6,62.4,1,18.6,75.0,0,0.0,0.0
1516532,Bottles/Cans,2,88.37,58.91,0,0.0,88.37,0,0.0,0.0
1516532,Bottles/Cans,3,101.74,67.83,0,0.0,101.74,0,0.0,0.0
1516532,Bottles/Cans,4,115.11,76.74,0,0.0,115.11,0,0.0,0.0
1516532,Bottles/Cans,5,128.48,85.66,0,0.0,128.48,0,0.0,0.0
1516532,Bottles/Cans,6,141.86,94.57,0,0.0,141.86,0,0.0,0.0
1516533,Bottles/Cans,0,26.49,17.66,0,0.0,26.49,0,0.0,0.0
1516533,Bottles/Cans,1,30.9,20.6,1,0.0,30.9,0,0.0,0.0
1516533,Bottles/Cans,2,35.31,23.54,0,0.0,35.31,0,0.0,0.0
1516533,Bottles/Cans,3,39.73,26.49,0,0.0,39.73,0,0.0,0.0
1516533,Bottles/Cans,4,44.14,29.43,0,0.0,44.14,0,0.0,0.0
1516533,Bottles/Cans,5,48.56,32.37,0,0.0,48.56,0,0.0,0.0
1516533,Bottles/Cans,6,52.97,35.31,0,0.0,52.97,0,0.0,0.0
1516535,Bottles/Cans,0,70.58,47.05,0,0.0,70.58,0,0.0,0.0
1516535,Bottles/Cans,1,82.34,54.89,1,7.34,75.0,0,0.0,0.0
1516535,Bottles/Cans,2,86.76,57.84,0,0.0,86.76,0,0.0,0.0
1516535,Bottles/Cans,3,98.53,65.68,0,0.0,98.53,0,0.0,0.0
1516535,Bottles/Cans,4,110.29,73.53,0,0.0,110.29,0,0.0,0.0
1516535,Bottles/Cans,5,122.05,81.37,0,0.0,122.05,0,0.0,0.0
1516535,Bottles/Cans,6,133.81,89.21,0,0.0,133.81,0,0.0,0.0
1516538,Compostables,0,54.18,36.12,0,0.0,54.18,0,0.0,0.0
1516538,Compostables,1,63.21,42.14,1,0.0,63.21,0,0.0,0.0
1516538,Compostables,2,72.24,48.16,0,0.0,72.24,0,0.0,0.0
1516538,Compostables,3,81.27,54.18,0,0.0,81.27,0,0.0,0.0
1516538,Compostables,4,90.3,60.2,0,0.0,90.3,0,0.0,0.3
1516538,Compostables,5,99.33,66.22,0,0.0,99.33,0,0.0,9.33
1516538,Compostables,6,108.36,72.24,0,0.0,108.36,0,0.0,18.36
1516543,Compostables,0,78.13,52.09,0,0.0,78.13,0,0.0,0.0
1516543,Compostables,1,91.16,60.77,1,16.16,75.0,0,0.0,1.16
1516543,Compostables,2,88.02,58.68,0,0.0,88.02,0,0.0,0.0
1516543,Compostables,3,101.04,67.36,0,0.0,101.04,0,0.0,11.04
1516543,Compostables,4,114.07,76.04,0,0.0,114.07,0,0.0,24.07
1516543,Compostables,5,127.09,84.73,0,0.0,127.09,0,0.0,37.09
1516543,Compostables,6,140.11,93.41,0,0.0,140.11,0,0.0,50.11
1516556,Waste,0,81.3,54.2,1,12.61,68.7,0,0.0,0.0
1516556,Waste,1,82.25,54.83,0,0.0,82.25,0,0.0,0.0
1516556,Waste,2,95.8,63.86,0,0.0,95.8,0,0.0,5.8
1516556,Waste,3,109.35,72.9,0,0.0,109.35,0,0.0,19.35
1516556,Waste,4,122.9,81.93,0,0.0,122.9,0,0.0,32.9
1516556,Waste,5,136.45,90.97,0,0.0,136.45,0,0.0,46.45
1516556,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1520909,Bottles/Cans,0,49.41,32.94,0,0.0,49.41,0,0.0,0.0
1520909,Bottles/Cans,1,57.65,38.43,1,0.0,57.65,0,0.0,0.0
1520909,Bottles/Cans,2,65.88,43.92,0,0.0,65.88,0,0.0,0.0
1520909,Bottles/Cans,3,74.12,49.41,0,0.0,74.12,0,0.0,0.0
1520909,Bottles/Cans,4,82.35,54.9,0,0.0,82.35,0,0.0,0.0
1520909,Bottles/Cans,5,90.59,60.39,0,0.0,90.59,0,0.0,0.0
1520909,Bottles/Cans,6,98.82,65.88,0,0.0,98.82,0,0.0,0.0
1520925,Compostables,0,16.31,10.87,0,0.0,16.31,0,0.0,0.0
1520925,Compostables,1,19.02,12.68,1,0.0,19.02,0,0.0,0.0
1520925,Compostables,2,21.74,14.49,0,0.0,21.74,0,0.0,0.0
1520925,Compostables,3,24.46,16.31,0,0.0,24.46,0,0.0,0.0
1520925,Compostables,4,27.18,18.12,0,0.0,27.18,0,0.0,0.0
1520925,Compostables,5,29.89,19.93,0,0.0,29.89,0,0.0,0.0
1520925,Compostables,6,32.61,21.74,0,0.0,32.61,0,0.0,0.0
2502339,Bottles/Cans,0,93.94,62.63,0,0.0,93.94,0,0.0,0.0
2502339,Bottles/Cans,1,109.59,73.06,1,37.88,71.72,0,0.0,0.0
2502339,Bottles/Cans,2,87.37,58.25,0,0.0,87.37,0,0.0,0.0
2502339,Bottles/Cans,3,103.03,68.69,0,0.0,103.03,0,0.0,0.0
2502339,Bottles/Cans,4,118.69,79.12,0,0.0,118.69,0,0.0,0.0
2502339,Bottles/Cans,5,134.34,89.56,0,0.0,134.34,0,0.0,0.0
2502339,Bottles/Cans,6,150.0,100.0,0,0.0,150.0,0,0.0,0.0
2503773,Bottles/Cans,0,20.43,13.62,0,0.0,20.43,0,0.0,0.0
2503773,Bottles/Cans,1,23.83,15.89,1,0.0,23.83,0,0.0,0.0
2503773,Bottles/Cans,2,27.24,18.16,0,0.0,27.24,0,0.0,0.0
2503773,Bottles/Cans,3,30.64,20.43,0,0.0,30.64,0,0.0,0.0
2503773,Bottles/Cans,4,34.05,22.7,0,0.0,34.05,0,0.0,0.0
2503773,Bottles/Cans,5,37.45,24.97,0,0.0,37.45,0,0.0,0.0
2503773,Bottles/Cans,6,40.86,27.24,0,0.0,40.86,0,0.0,0.0
2503774,Bottles/Cans,0,65.72,43.82,0,0.0,65.72,0,0.0,0.0
2503774,Bottles/Cans,1,76.68,51.12,1,1.68,75.0,0,0.0,0.0
2503774,Bottles/Cans,2,85.95,57.3,0,0.0,85.95,0,0.0,0.0
2503774,Bottles/Cans,3,96.91,64.61,0,0.0,96.91,0,0.0,0.0
2503774,Bottles/Cans,4,107.86,71.91,0,0.0,107.86,0,0.0,0.0
2503774,Bottles/Cans,5,118.82,79.21,0,0.0,118.82,0,0.0,0.0
2503774,Bottles/Cans,6,129.77,86.51,0,0.0,129.77,0,0.0,0.0
1503621,Waste,0,79.43,52.95,1,24.75,54.68,0,0.0,0.0
1503621,Waste,1,70.57,47.05,0,0.0,70.57,0,0.0,0.0
1503621,Waste,2,86.46,57.64,0,0.0,86.46,0,0.0,0.0
1503621,Waste,3,102.34,68.23,0,0.0,102.34,0,0.0,12.34
1503621,Waste,4,118.23,78.82,0,0.0,118.23,0,0.0,28.23
1503621,Waste,5,134.11,89.41,0,0.0,134.11,0,0.0,44.11
1503621,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1516537,Compostables,0,75.12,50.08,0,0.0,75.12,0,0.0,0.0
1516537,Compostables,1,90.14,60.09,0,0.0,90.14,0,0.0,0.14
1516537,Compostables,2,105.16,70.11,1,105.16,0.0,0,0.0,15.16
1516537,Compostables,3,15.02,10.02,0,0.0,15.02,0,0.0,0.0
1516537,Compostables,4,30.05,20.03,0,0.0,30.05,0,0.0,0.0
1516537,Compostables,5,45.07,30.05,0,0.0,45.07,0,0.0,0.0
1516537,Compostables,6,60.09,40.06,0,0.0,60.09,0,0.0,0.0
1515666,Waste,0,68.04,45.36,0,0.0,68.04,0,0.0,0.0
1515666,Waste,1,90.72,60.48,1,54.13,36.59,0,0.0,0.72
1515666,Waste,2,59.28,39.52,0,0.0,59.28,0,0.0,0.0
1515666,Waste,3,81.96,54.64,0,0.0,81.96,0,0.0,0.0
1515666,Waste,4,104.64,69.76,0,0.0,104.64,0,0.0,14.64
1515666,Waste,5,127.32,84.88,0,0.0,127.32,0,0.0,37.32
1515666,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515670,Waste,0,85.04,56.69,0,0.0,85.04,0,0.0,0.0
1515670,Waste,1,113.39,75.59,0,0.0,113.39,0,0.0,23.39
1515670,Waste,2,141.73,94.49,1,105.12,36.61,0,0.0,51.73
1515670,Waste,3,64.96,43.31,0,0.0,64.96,0,0.0,0.0
1515670,Waste,4,93.31,62.2,0,0.0,93.31,0,0.0,3.31
1515670,Waste,5,121.65,81.1,0,0.0,121.65,0,0.0,31.65
1515670,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515704,Waste,0,73.89,49.26,0,0.0,73.89,0,0.0,0.0
1515704,Waste,1,98.52,65.68,0,0.0,98.52,0,0.0,8.52
1515704,Waste,2,123.15,82.1,0,0.0,123.15,0,0.0,33.15
1515704,Waste,3,147.78,98.52,1,72.78,75.0,0,0.0,57.78
1515704,Waste,4,99.63,66.42,0,0.0,99.63,0,0.0,9.63
1515704,Waste,5,124.26,82.84,0,0.0,124.26,0,0.0,34.26
1515704,Waste,6,148.89,99.26,0,0.0,148.89,0,0.0,58.89
1514023,Waste,0,61.95,41.3,0,0.0,61.95,0,0.0,0.0
1514023,Waste,1,92.93,61.95,1,23.58,69.34,0,0.0,2.93
1514023,Waste,2,100.32,66.88,1,25.32,75.0,0,0.0,10.32
1514023,Waste,3,105.98,70.65,0,0.0,105.98,0,0.0,15.98
1514023,Waste,4,136.95,91.3,0,0.0,136.95,0,0.0,46.95
1514023,Waste,5,167.93,111.95,0,0.0,167.93,1,75.0,77.93
1514023,Waste,6,198.9,132.6,0,0.0,198.9,1,75.0,108.9
1515673,Waste,0,85.01,56.67,0,0.0,85.01,0,0.0,0.0
1515673,Waste,1,127.52,85.01,1,105.64,21.88,0,0.0,37.52
1515673,Waste,2,64.39,42.92,0,0.0,64.39,0,0.0,0.0
1515673,Waste,3,106.89,71.26,0,0.0,106.89,0,0.0,16.89
1515673,Waste,4,149.4,99.6,1,84.41,64.99,0,0.0,59.4
1515673,Waste,5,107.49,71.66,0,0.0,107.49,0,0.0,17.49
1515673,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515680,Waste,0,55.14,36.76,0,0.0,55.14,0,0.0,0.0
1515680,Waste,1,110.28,73.52,0,0.0,110.28,0,0.0,20.28
1515680,Waste,2,165.42,110.28,1,125.7,39.72,1,75.0,75.42
1515680,Waste,3,94.86,63.24,0,0.0,94.86,0,0.0,4.86
1515680,Waste,4,150.0,100.0,1,110.28,39.72,0,0.0,60.0
1515680,Waste,5,94.86,63.24,0,0.0,94.86,0,0.0,4.86
1515680,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515692,Waste,0,46.7,31.14,0,0.0,46.7,0,0.0,0.0
1515692,Waste,1,93.41,62.27,1,36.81,56.59,0,0.0,3.41
1515692,Waste,2,103.3,68.86,0,0.0,103.3,0,0.0,13.3
1515692,Waste,3,150.0,100.0,1,150.0,0.0,0,0.0,60.0
1515692,Waste,4,46.7,31.14,0,0.0,46.7,0,0.0,0.0
1515692,Waste,5,93.41,62.27,0,0.0,93.41,0,0.0,3.41
1515692,Waste,6,140.11,93.41,0,0.0,140.11,0,0.0,50.11
1515693,Waste,0,48.91,32.6,0,0.0,48.91,0,0.0,0.0
1515693,Waste,1,97.81,65.21,1,45.62,52.19,0,0.0,7.81
1515693,Waste,2,101.09,67.4,0,0.0,101.09,0,0.0,11.09
1515693,Waste,3,150.0,100.0,1,146.72,3.28,0,0.0,60.0
1515693,Waste,4,52.19,34.79,0,0.0,52.19,0,0.0,0.0
1515693,Waste,5,101.09,67.4,0,0.0,101.09,0,0.0,11.09
1515693,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515696,Waste,0,60.88,40.58,0,0.0,60.88,0,0.0,0.0
1515696,Waste,1,121.75,81.17,1,93.51,28.25,0,0.0,31.75
1515696,Waste,2,89.12,59.42,0,0.0,89.12,0,0.0,0.0
1515696,Waste,3,150.0,100.0,1,150.0,0.0,0,0.0,60.0
1515696,Waste,4,60.88,40.58,1,32.63,28.25,0,0.0,0.0
1515696,Waste,5,89.12,59.42,0,0.0,89.12,0,0.0,0.0
1515696,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515711,Waste,0,58.33,38.89,0,0.0,58.33,0,0.0,0.0
1515711,Waste,1,116.66,77.77,1,83.32,33.34,0,0.0,26.66
1515711,Waste,2,91.67,61.11,0,0.0,91.67,0,0.0,1.67
1515711,Waste,3,150.0,100.0,1,150.0,0.0,0,0.0,60.0
1515711,Waste,4,58.33,38.89,1,24.99,33.34,0,0.0,0.0
1515711,Waste,5,91.67,61.11,0,0.0,91.67,0,0.0,1.67
1515711,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515744,Waste,0,49.68,33.12,0,0.0,49.68,0,0.0,0.0
1515744,Waste,1,99.36,66.24,1,98.39,0.97,0,0.0,9.36
1515744,Waste,2,50.64,33.76,0,0.0,50.64,0,0.0,0.0
1515744,Waste,3,100.32,66.88,0,0.0,100.32,0,0.0,10.32
1515744,Waste,4,150.0,100.0,1,99.36,50.64,0,0.0,60.0
1515744,Waste,5,100.32,66.88,0,0.0,100.32,0,0.0,10.32
1515744,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515747,Waste,0,58.5,39.0,0,0.0,58.5,0,0.0,0.0
1515747,Waste,1,116.99,78.0,1,83.99,33.01,0,0.0,26.99
1515747,Waste,2,91.5,61.0,0,0.0,91.5,0,0.0,1.5
1515747,Waste,3,150.0,100.0,1,136.02,13.98,0,0.0,60.0
1515747,Waste,4,72.48,48.32,1,39.47,33.01,0,0.0,0.0
1515747,Waste,5,91.5,61.0,0,0.0,91.5,0,0.0,1.5
1515747,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515755,Compostables,0,46.73,31.15,0,0.0,46.73,0,0.0,0.0
1515755,Compostables,1,93.46,62.3,0,0.0,93.46,0,0.0,3.46
1515755,Compostables,2,140.18,93.46,1,101.93,38.25,0,0.0,50.18
1515755,Compostables,3,84.98,56.65,1,28.43,56.54,0,0.0,0.0
1515755,Compostables,4,103.27,68.85,0,0.0,103.27,0,0.0,13.27
1515755,Compostables,5,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515755,Compostables,6,196.73,131.15,0,0.0,196.73,1,75.0,106.73
1515758,Compostables,0,45.93,30.62,0,0.0,45.93,0,0.0,0.0
1515758,Compostables,1,91.86,61.24,1,33.72,58.14,0,0.0,1.86
1515758,Compostables,2,104.07,69.38,0,0.0,104.07,0,0.0,14.07
1515758,Compostables,3,150.0,100.0,1,142.12,7.88,0,0.0,60.0
1515758,Compostables,4,53.81,35.87,0,0.0,53.81,0,0.0,0.0
1515758,Compostables,5,99.74,66.49,0,0.0,99.74,0,0.0,9.74
1515758,Compostables,6,145.67,97.11,0,0.0,145.67,0,0.0,55.67
1515759,Compostables,0,59.62,39.74,0,0.0,59.62,0,0.0,0.0
1515759,Compostables,1,119.23,79.49,1,97.25,21.98,0,0.0,29.23
1515759,Compostables,2,81.6,54.4,1,50.84,30.77,0,0.0,0.0
1515759,Compostables,3,90.38,60.26,0,0.0,90.38,0,0.0,0.38
1515759,Compostables,4,150.0,100.0,1,119.23,30.77,0,0.0,60.0
1515759,Compostables,5,90.38,60.26,0,0.0,90.38,0,0.0,0.38
1515759,Compostables,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515785,Compostables,0,49.71,33.14,0,0.0,49.71,0,0.0,0.0
1515785,Compostables,1,59.65,39.77,0,0.0,59.65,0,0.0,0.0
1515785,Compostables,2,69.6,46.4,1,0.0,69.6,0,0.0,0.0
1515785,Compostables,3,79.54,53.03,0,0.0,79.54,0,0.0,0.0
1515785,Compostables,4,89.48,59.65,0,0.0,89.48,0,0.0,0.0
1515785,Compostables,5,99.42,66.28,0,0.0,99.42,0,0.0,9.42
1515785,Compostables,6,109.37,72.91,0,0.0,109.37,0,0.0,19.37
1520924,Compostables,0,50.6,33.73,0,0.0,50.6,0,0.0,0.0
1520924,Compostables,1,60.72,40.48,0,0.0,60.72,0,0.0,0.0
1520924,Compostables,2,70.84,47.23,1,0.0,70.84,0,0.0,0.0
1520924,Compostables,3,80.96,53.97,0,0.0,80.96,0,0.0,0.0
1520924,Compostables,4,91.08,60.72,0,0.0,91.08,0,0.0,1.08
1520924,Compostables,5,101.2,67.47,0,0.0,101.2,0,0.0,11.2
1520924,Compostables,6,111.32,74.22,0,0.0,111.32,0,0.0,21.32
1515715,Compostables,0,65.74,43.83,0,0.0,65.74,0,0.0,0.0
1515715,Compostables,1,87.66,58.44,0,0.0,87.66,0,0.0,0.0
1515715,Compostables,2,109.57,73.05,1,109.57,0.0,0,0.0,19.57
1515715,Compostables,3,21.91,14.61,0,0.0,21.91,0,0.0,0.0
1515715,Compostables,4,43.83,29.22,0,0.0,43.83,0,0.0,0.0
1515715,Compostables,5,65.74,43.83,0,0.0,65.74,0,0.0,0.0
1515715,Compostables,6,87.66,58.44,0,0.0,87.66,0,0.0,0.0
1514024,Waste,0,56.21,37.48,0,0.0,56.21,0,0.0,0.0
1514024,Waste,1,84.32,56.21,0,0.0,84.32,0,0.0,0.0
1514024,Waste,2,112.43,74.95,0,0.0,112.43,0,0.0,22.43
1514024,Waste,3,140.53,93.69,1,74.85,65.68,0,0.0,50.53
1514024,Waste,4,93.79,62.52,0,0.0,93.79,0,0.0,3.79
1514024,Waste,5,121.89,81.26,0,0.0,121.89,0,0.0,31.89
1514024,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515671,Waste,0,59.52,39.68,0,0.0,59.52,0,0.0,0.0
1515671,Waste,1,89.28,59.52,0,0.0,89.28,0,0.0,0.0
1515671,Waste,2,119.04,79.36,0,0.0,119.04,0,0.0,29.04
1515671,Waste,3,148.79,99.2,1,88.07,60.72,0,0.0,58.79
1515671,Waste,4,90.48,60.32,0,0.0,90.48,0,0.0,0.48
1515671,Waste,5,120.24,80.16,0,0.0,120.24,0,0.0,30.24
1515671,Waste,6,150.0,100.0,0,0.0,150.0,0,0.0,60.0
1515700,Waste,0,47.73,31.82,1,40.9,6.82,0,0.0,0.0
1515700,Waste,1,30.68,20.46,0,0.0,30.68,0,0.0,0.0
1515700,Waste,2,54.55,36.37,0,0.0,54.55,0,0.0,0.0
1515700,Waste,3,78.41,52.27,0,0.0,78.41,0,0.0,0.0
